rgn_id,year,value
1,2013,0.06373744630254806
2,2013,0.09127540024928749
3,2013,0.02754816017113626
4,2013,0.031410389579832554
5,2013,0.06345479949377478
6,2013,0.1602562150452286
7,2013,0.0291792256757617
8,2013,0.10437071081250907
